id,meaning_en,meaning_ja,word_class,english_word_id,parent_id
262,Agree to give or allow (something requested) to.,（要求された）を与えるか許可することに同意します。,verb,98,NULL
263,Agree or admit to (someone) that (something) is true.,（何か）が真実であることを（誰か）に同意または認めます。,verb,98,NULL
264,A sum of money given by a government or other organization for a particular purpose.,特定の目的のために政府または他の組織から与えられた金額。,noun,98,NULL
265,(of a subject or type of study) put to practical use as opposed to being theoretical.,（主題または研究の種類の）理論的であるのではなく、実際に使用する。,adjective,99,NULL
266,"The management of large amounts of money, especially by governments or large companies.",特に政府や大企業による大量のお金の管理。,noun,100,NULL
267,Provide funding for (a person or enterprise),（個人または企業）に資金を提供する,transitive verb,100,NULL
268,Just; only.,ただ;のみ。,adverb,101,NULL
269,The action of one object coming forcibly into contact with another.,あるオブジェクトが別のオブジェクトと強制的に接触するアクション。,noun,102,NULL
270,Come into forcible contact with another object.,別のオブジェクトと強制的に接触します。,intransitive verb,102,NULL
271,Have a strong effect on someone or something.,誰かや何かに強い影響を与えます。,intransitive verb,102,NULL
272,The place or type of surroundings where something is positioned or where an event takes place.,何かが配置されたり、イベントが発生したりする場所や環境の種類。,noun,103,NULL
273,A piece of metal in which a precious stone or gem is fixed to form a piece of jewelry.,宝石を作るために宝石や宝石が固定されている金属。,noun,103,NULL
274,A piece of vocal or choral music composed for particular words.,特定の単語のために作曲されたボーカルまたは合唱の音楽。,noun,103,NULL
275,"A speed, height, or temperature at which a machine or device can be adjusted to operate.",機械またはデバイスが動作するように調整できる速度、高さ、または温度。,noun,103,NULL
276,"The activities associated with the governance of a country or other area, especially the debate or conflict among individuals or parties having or hoping to achieve power.",国またはその他の地域の統治に関連する活動、特に権力を持っている、または達成することを望んでいる個人または政党間の議論または紛争。,plural noun,104,NULL
277,Just behavior or treatment.,ただの行動や治療。,noun,105,NULL
278,"A judge or magistrate, in particular a judge of the Supreme Court of a country or state.",裁判官または治安判事、特に国または州の最高裁判所の裁判官。,noun,105,NULL
279,"The ability of a customer to obtain goods or services before payment, based on the trust that payment will be made in the future.",将来的に支払いが行われるという信頼に基づいて、顧客が支払い前に商品またはサービスを取得する能力。,noun,106,NULL
280,"An entry recording a sum received, listed on the right-hand side or column of an account.",アカウントの右側または列にリストされている、受け取った合計を記録するエントリー。,noun,106,NULL
281,"Public acknowledgment or praise, typically that given or received when a person's responsibility for an action or idea becomes or is made apparent.",一般に、アクションまたはアイデアに対する個人の責任が明らかになったとき、または明らかになったときに与えられた、または受け取った賞賛または賞賛。,noun,106,NULL
282,The acknowledgment of a student's completion of a course or activity that counts toward a degree or diploma as maintained in a school's records.,学校の記録で維持されている学位または卒業証書にカウントされるコースまたはアクティビティの学生の完了の確認。,noun,106,NULL
